input_text,label
[LEFT_EXT]  [LEFT_OVER] s S/v-< SP 11 [RIGHT_OVER] s < SP 9 [RIGHT_EXT] X\.X Desig DE 0 [OT] 4,0
[LEFT_EXT]  [LEFT_OVER] s S/v-< SP 11 [RIGHT_OVER] s/.np S/v->T->B OE 2 [RIGHT_EXT] X\.X Desig DE 0 [OT] 4,0
[LEFT_EXT]  [LEFT_OVER] s S/v-< SP 11 [RIGHT_OVER] s/.np S/v->T->B OE 4 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 s\.np)/.np >B DHv 1 s\.np O/v-> VO 2 s/.np S/v->T->B OE 2 [OT] 5,0
[LEFT_EXT]  [LEFT_OVER] s S/v-< SP 11 [RIGHT_OVER] s < SP 10 [RIGHT_EXT] X\.X Desig DE 0 [OT] 4,0
[LEFT_EXT]  [LEFT_OVER] s S/v-< SP 11 [RIGHT_OVER] s/.np S/v->T->B OE 2 [RIGHT_EXT] s\.np)/.np Desig DE 0 [OT] 5,0
[LEFT_EXT]  [LEFT_OVER] s S/v-< SP 11 [RIGHT_OVER] s S/v-< SP 3 [RIGHT_EXT] X\.X Desig DE 0 [OT] 4,0
[LEFT_EXT]  [LEFT_OVER] s S/v-< SP 11 [RIGHT_OVER] s/.np S/v->T->B OE 7 [RIGHT_EXT] s\.np)/.np Desig DE 0 [OT] 5,0
[LEFT_EXT]  [LEFT_OVER] s S/v-< SP 11 [RIGHT_OVER] s S/v-< SP 8 [RIGHT_EXT] X\.X Desig DE 0 [OT] 4,0
[LEFT_EXT]  [LEFT_OVER] s S/v-< SP 11 [RIGHT_OVER] s\.np < TP 9 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 s\.np > VO 2 [LEFT_OVER] s\.np < TP 9 [RIGHT_OVER] s/.np S/v->T->B OE 1 [RIGHT_EXT] X\.X Desig DE 0 [OT] 5,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 s\.np > VO 2 [LEFT_OVER] s\.np < TP 9 [RIGHT_OVER] s/.np S/v->T->B OE 2 [RIGHT_EXT] X\.X Desig DE 0 [OT] 5,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 s\.np > VO 2 [LEFT_OVER] s\.np < TP 9 [RIGHT_OVER] s/.np S/v->T->B OE 4 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 s\.np)/.np >B DHv 1 s\.np O/v-> VO 2 s/.np S/v->T->B OE 2 [OT] 5,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 s\.np > VO 2 [LEFT_OVER] s\.np < TP 9 [RIGHT_OVER] s/.np S/v->T->B OE 2 [RIGHT_EXT] s\.np)/.np Desig DE 0 [OT] 5,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 s\.np > VO 2 [LEFT_OVER] s\.np < TP 9 [RIGHT_OVER] s S/v-< SP 3 [RIGHT_EXT] X\.X Desig DE 0 [OT] 5,2
[LEFT_EXT] np Desig DE 0 np > AHn 1 [LEFT_OVER] np/*np Ca/a-< HmC 1 [RIGHT_OVER] np/*np < MQ 1 [RIGHT_EXT] np Desig DE 0 [OT] 2,0
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np)/#(s\.np) > PO 1 [RIGHT_OVER] s\.np)/#(s\.np) D/n->B DHd 1 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np > VO 1 [OT] 2,1
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s\.np)/#(s\.np) D/n->B DHd 1 [RIGHT_OVER] s\.np)/.np >B DHv 1 [RIGHT_EXT] np Desig DE 0 [OT] 2,0
[LEFT_EXT] np Desig DE 0 s\.np)/#(s\.np) > PO 1 [LEFT_OVER] s\.np)/.np >B DHv 1 [RIGHT_OVER] s\.np > VO 1 [RIGHT_EXT] np/*np Desig DE 0 np/*np Ca/a-< HmC 1 [OT] 2,2
[LEFT_EXT] np Desig DE 0 s\.np > VO 1 [LEFT_OVER] np/*np Ca/a-< HmC 1 [RIGHT_OVER] np/*np < MQ 1 [RIGHT_EXT] np Desig DE 0 s/#(s\.np) D/n->T->B PE 1 [OT] 2,0
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np < MQ 1 [LEFT_OVER] s/#(s\.np) D/n->T->B PE 1 [RIGHT_OVER] s < SP 1 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,1
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np < MQ 1 [LEFT_OVER] s/#(s\.np) D/n->T->B PE 1 [RIGHT_OVER] s\.np D/n-> DHv 1 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s < SP 1 [RIGHT_OVER] s\.np D/n-> DHv 1 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 1,0
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] np A/s-> AHn 2 [RIGHT_OVER] np/*np < U1P 1 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np > AHn 1 [RIGHT_OVER] np A/n-> AHn 4 [RIGHT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [OT] 2,0
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s\.np > VO 3 [RIGHT_OVER] np A/n-> AHn 4 [RIGHT_EXT] np Desig DE 0 s < SP 1 np A/s-> AHn 2 np/*np < U1P 3 [OT] 2,1
[LEFT_EXT] np Desig DE 0 s\.np > VO 3 [LEFT_OVER] np > AHn 3 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,0
[LEFT_EXT] np Desig DE 0 s\.np > VO 3 [LEFT_OVER] np > AHn 3 [RIGHT_OVER] np A/n-> AHn 3 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] np A/n-> AHn 3 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] np A/n-> AHn 4 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] np A/n-> AHn 6 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,0
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np < MQ 2 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] s < SP 1 [RIGHT_EXT] np Desig DE 0 [OT] 2,1
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np < MQ 2 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] np A/s-> AHn 2 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np < MQ 2 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] np/*np < U1P 3 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 2,2
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np < MQ 2 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] np A/n-> AHn 3 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 3,2
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np < MQ 2 [LEFT_OVER] np A/n-> AHn 3 [RIGHT_OVER] np/*np < U1P 3 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] np A/n-> AHn 5 [RIGHT_OVER] np A/n-> AHn 4 [RIGHT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [OT] 4,0
[LEFT_EXT] np Desig DE 0 s\.np > VO 3 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] s < SP 1 [RIGHT_EXT] np Desig DE 0 [OT] 2,1
[LEFT_EXT] np Desig DE 0 s\.np > VO 3 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] np A/s-> AHn 2 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] np Desig DE 0 s\.np > VO 3 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] np/*np < U1P 3 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 2,2
[LEFT_EXT] np Desig DE 0 s\.np > VO 3 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] s\.np Desig DE 0 [OT] 4,2
[LEFT_EXT] np Desig DE 0 s\.np > VO 3 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] np A/n-> AHn 3 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,2
[LEFT_EXT] np Desig DE 0 s\.np > VO 3 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] np A/n-> AHn 6 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 3,2
[LEFT_EXT] np Desig DE 0 s\.np > VO 3 [LEFT_OVER] np A/n-> AHn 6 [RIGHT_OVER] np/*np < U1P 3 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 2,2
[LEFT_EXT] np Desig DE 0 s\.np > VO 3 [LEFT_OVER] np A/n-> AHn 6 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] s\.np Desig DE 0 [OT] 5,2
[LEFT_EXT] np Desig DE 0 s\.np > VO 3 [LEFT_OVER] np A/n-> AHn 6 [RIGHT_OVER] np A/n-> AHn 3 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 4,2
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s\.np)/.np >B DHv 2 [RIGHT_OVER] s\.np > VO 5 [RIGHT_EXT] np Desig DE 0 s < SP 1 np A/s-> AHn 2 [OT] 2,0
[LEFT_EXT] s\.np)/#(s\.np) Desig DE 0 s\.np)/#(s\.np) D/n->B DHd 1 [LEFT_OVER] s\.np > VO 5 [RIGHT_OVER] np A/n-> AHn 5 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,2
[LEFT_EXT] s\.np)/#(s\.np) Desig DE 0 s\.np)/#(s\.np) D/n->B DHd 1 [LEFT_OVER] s\.np > VO 5 [RIGHT_OVER] np A/n-> AHn 7 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s\.np > VO 7 [RIGHT_OVER] s\.np > VO 5 [RIGHT_EXT] np Desig DE 0 s < SP 1 np A/s-> AHn 2 [OT] 4,2
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s\.np > VO 7 [RIGHT_OVER] np A/n-> AHn 5 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,2
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s\.np > VO 7 [RIGHT_OVER] np A/n-> AHn 7 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np A/n-> AHn 5 [RIGHT_OVER] s < SP 1 [RIGHT_EXT] np Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np A/n-> AHn 5 [RIGHT_OVER] np A/s-> AHn 2 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np A/n-> AHn 5 [RIGHT_OVER] np A/n-> AHn 7 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 3,1
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s\.np)/.np >B DHv 2 [RIGHT_OVER] s\.np > VO 8 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,0
[LEFT_EXT] s\.np)/#(s\.np) Desig DE 0 s\.np)/#(s\.np) D/n->B DHd 1 [LEFT_OVER] s\.np > VO 8 [RIGHT_OVER] np/*np < U1P 8 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 2,2
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s\.np > VO 10 [RIGHT_OVER] s\.np > VO 8 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 4,0
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s\.np > VO 10 [RIGHT_OVER] np/*np < U1P 8 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np > AHn 3 np A/n-> AHn 5 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 3 [RIGHT_OVER] s\.np > VO 10 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] np Desig DE 0 np > AHn 3 np A/n-> AHn 5 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 3 [RIGHT_OVER] s\.np)/#(s\.np) O/v-> PO 11 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 3,1
[LEFT_EXT] np Desig DE 0 np > AHn 1 [LEFT_OVER] np > AHn 3 [RIGHT_OVER] s/#(s\.np) >T->B PE 12 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np A/n-> AHn 5 [RIGHT_OVER] s/#(s\.np) >T->B PE 12 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np A/n-> AHn 5 [RIGHT_OVER] s/#(s\.np) >T->B PE 15 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,0
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np < MQ 2 [LEFT_OVER] s/#(s\.np) >T->B PE 12 [RIGHT_OVER] np/*np N/d-< U1P 12 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 2,1
[LEFT_EXT] np Desig DE 0 np > AHn 1 [LEFT_OVER] s/#(s\.np) >T->B PE 15 [RIGHT_OVER] s/#(s\.np) >T->B PE 12 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 4,2
[LEFT_EXT] np Desig DE 0 np > AHn 1 [LEFT_OVER] s/#(s\.np) >T->B PE 15 [RIGHT_OVER] np/*np N/d-< U1P 12 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 17 [RIGHT_OVER] s/#(s\.np) >T->B PE 12 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 4,2
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 17 [RIGHT_OVER] s/#(s\.np) >T->B PE 15 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 4,2
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 17 [RIGHT_OVER] np/*np N/d-< U1P 12 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 2,1
[LEFT_EXT] np Desig DE 0 np > AHn 1 [LEFT_OVER] np > AHn 3 [RIGHT_OVER] s/#(s\.np) >T->B PE 14 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np A/n-> AHn 5 [RIGHT_OVER] s/#(s\.np) >T->B PE 14 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np A/n-> AHn 5 [RIGHT_OVER] s/#(s\.np) >T->B PE 17 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] np Desig DE 0 np > AHn 1 [LEFT_OVER] s/#(s\.np) >T->B PE 17 [RIGHT_OVER] s/#(s\.np) >T->B PE 14 [RIGHT_EXT]  [OT] 4,2
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 19 [RIGHT_OVER] s/#(s\.np) >T->B PE 14 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 19 [RIGHT_OVER] s/#(s\.np) >T->B PE 17 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT]  [LEFT_OVER] s/.np >T->B OE 1 [RIGHT_OVER] s\.np O/v-> VO 1 [RIGHT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 s\.np)/#(s\.np) O/v-> PO 1 [OT] 2,1
[LEFT_EXT] s\.np Desig DE 0 s\.np O/v-> VO 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_OVER] np/*np N/v-< U1P 1 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,1
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/v-< U1P 1 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] np < HnC 1 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] np > AHn 2 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] np\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] np > AHn 2 [RIGHT_OVER] np > AHn 3 [RIGHT_EXT] np\*np Desig DE 0 [OT] 3,1
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] np > AHn 2 [RIGHT_OVER] np < HnC 2 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT] s\.np Desig DE 0 s\.np O/v-> VO 1 s < SP 2 [LEFT_OVER] s\.np)/#(s\.np) > PO 4 [RIGHT_OVER] np < HnC 4 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np O/v-> VO 1 [RIGHT_OVER] s\.np Cv/d-< HvC 6 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] s < SP 2 [RIGHT_OVER] s\.np Cv/d-< HvC 6 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np Cv/d-< HvC 7 [RIGHT_OVER] s\.np Cv/d-< HvC 6 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT] np Desig DE 0 s\.np > VO 1 np A/v-> AHn 1 [LEFT_OVER] s\.np)/.np)\*((s\.np)/.np) > HX 1 [RIGHT_OVER] s\.np > VO 1 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 1 [OT] 2,2
[LEFT_EXT] np Desig DE 0 s\.np > VO 1 np A/v-> AHn 1 [LEFT_OVER] s\.np)/.np)\*((s\.np)/.np) > HX 1 [RIGHT_OVER] np A/v-> AHn 1 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 1 [OT] 2,1
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np A/v-> AHn 1 [RIGHT_OVER] s\.np > VO 1 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 1 [OT] 1,0
[LEFT_EXT] np Desig DE 0 np\*np > HX 1 [LEFT_OVER] np\*np > HX 1 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] X\#X Desig DE 0 [OT] 2,1
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] np < U5P 1 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,0
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np A/v-> AHn 1 [RIGHT_OVER] np < XX 2 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 2 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 s\.np > VO 2 [LEFT_OVER] np\*np > HX 2 [RIGHT_OVER] np < XX 2 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 2 [OT] 2,2
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 s\.np > VO 2 [LEFT_OVER] np\*np > HX 2 [RIGHT_OVER] np < XX 3 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 2 [OT] 2,2
[LEFT_EXT] np Desig DE 0 np\*np > HX 1 np < XX 2 np < XX 3 [LEFT_OVER] np\*np > HX 2 [RIGHT_OVER] np < U5P 2 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] s\.np)/.np >B DHv 2 [RIGHT_OVER] s\.np > VO 2 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 2 [OT] 2,0
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np < XX 3 [RIGHT_OVER] np < XX 2 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 2 [OT] 4,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np A/v-> AHn 1 [RIGHT_OVER] np < XX 3 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 1 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 np\*np > HX 2 np < XX 3 np < XX 4 [LEFT_OVER] np\*np > HX 1 [RIGHT_OVER] np < XX 3 [RIGHT_EXT] X\#X Desig DE 0 [OT] 2,1
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np < XX 3 [RIGHT_OVER] np\*np < U5P 3 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np < XX 4 [RIGHT_OVER] np < XX 3 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 1 [OT] 4,2
[LEFT_EXT]  [LEFT_OVER] s\.np > VO 4 [RIGHT_OVER] np < XX 3 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 1 [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] s\.np > VO 4 [RIGHT_OVER] np < XX 4 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 1 [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] s\.np)/.np >B DHv 2 [RIGHT_OVER] s\.np > VO 5 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 4 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 np\*np > HX 2 np < XX 4 s\.np > VO 5 s\.np > VO 7 [LEFT_OVER] np\*np > HX 4 [RIGHT_OVER] np < U5P 4 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] s\.np > VO 7 [RIGHT_OVER] s\.np > VO 5 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 4 [OT] 4,2
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np A/v-> AHn 1 [RIGHT_OVER] np < XX 5 [RIGHT_EXT] X\#X Desig DE 0 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 [LEFT_OVER] np\*np > HX 2 [RIGHT_OVER] np < XX 5 [RIGHT_EXT] X\#X Desig DE 0 [OT] 2,2
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 [LEFT_OVER] np\*np > HX 2 [RIGHT_OVER] np < XX 6 [RIGHT_EXT] X\#X Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np < XX 4 [RIGHT_OVER] np < XX 5 [RIGHT_EXT] X\#X Desig DE 0 [OT] 2,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np < XX 4 [RIGHT_OVER] np < XX 6 [RIGHT_EXT] X\#X Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 [LEFT_OVER] np < XX 5 [RIGHT_OVER] np\*np < U5P 5 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,2
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np < XX 6 [RIGHT_OVER] np < XX 5 [RIGHT_EXT] X\#X Desig DE 0 [OT] 4,0
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np < XX 6 [RIGHT_OVER] np\*np < U5P 5 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np < XX 9 [RIGHT_OVER] np < XX 5 [RIGHT_EXT] X\#X Desig DE 0 [OT] 4,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np < XX 9 [RIGHT_OVER] np < XX 6 [RIGHT_EXT] X\#X Desig DE 0 [OT] 4,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np < XX 9 [RIGHT_OVER] np\*np < U5P 5 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,2
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 [LEFT_OVER] np\*np > HX 7 [RIGHT_OVER] np < U5P 7 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np A/v-> AHn 1 [RIGHT_OVER] np < XX 8 [RIGHT_EXT] X\#X Desig DE 0 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 [LEFT_OVER] np < XX 8 [RIGHT_OVER] np\*np < U5P 8 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np < XX 9 [RIGHT_OVER] np < XX 8 [RIGHT_EXT] X\#X Desig DE 0 [OT] 4,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] np < XX 9 [RIGHT_OVER] np\*np < U5P 8 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] s\.np)/.np >B DHv 2 [RIGHT_OVER] s\.np > VO 10 [RIGHT_EXT] X\#X Desig DE 0 [OT] 2,0
[LEFT_EXT] np Desig DE 0 s\.np)/#(s\.np) > PO 1 [LEFT_OVER] s\.np > VO 10 [RIGHT_OVER] np < U5P 10 [RIGHT_EXT] np Desig DE 0 np/*np < U1P 1 [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] s\.np > VO 12 [RIGHT_OVER] s\.np > VO 10 [RIGHT_EXT] X\#X Desig DE 0 [OT] 4,2
